recid,givenname,surname,suburb,pc
3259884,sara,petersen,glen innes,2370
6504360,ilias,grezbieta,springvale,3171
4242933,robyn,haase,bordertown,5268
1911097,nicholas,hopkins,coolum beach,4573
5520898,mei,blizzard,stawell,3380
4038147,andrew,davies,seaford,3198
6151688,antonio,mulligan,rockingham,6168
3635083,brigid,le duff,stirling,5152
5946894,richard,ashley,st kilda,3182
6825219,angela,chapman,bathurst,2795
5996052,jiang,beacham,mandurah,6210
1220118,rosemary,bennett,ascot vale,3032
636164,khadija,bowering,melrose park,5039
4374044,tsu,buchanan,heathridge,6027
2768413,lynn,forrester,taradale,3447
2022945,margaret,wall,kiama,2533
5201448,how,gorgievska,carlton,2218
6037033,amanda,mcgeachie,annandale,2038
2547244,andrew,bakes,devonport,7310
4783664,tony,bolam,indooroopilly,4068
5774899,keni,fogarty,tamworth,2340
6143541,adrienne,rose,scone,2337
334416,carole,pollock,bellevue hill,2023
4832826,sandra,wessling,buderim,4556
4004447,lisa,hodak,hackett,2602
2866748,allan,russell,lalor,3075
5856839,justus,meaden,wungong,6112
6569545,raymond,anslow,carlton,2218
1258331,patricia,mcwilliam,newington,2127
138830,bryan,kelly,toowoomba,4350
409168,alison,mckenzie,buronga,2739
3161681,pamela,smith,temora,2666
2031188,paul,bartie,warren,2824
3538521,judith,simpson,reids flat,2586
3882595,mary,moore,north rockhampton,4701
671332,paul,hill,oatley,2223
5684841,eun,price,henley beach,5022
228972,benita,brook,norwood,5067
6241901,pamela,parbury,st kilda east,3183
5582781,malcolm,borgas,royal park,5014
1318515,tanya,trigg,moonbi,2353
786042,gareth,carter,cheltenham,3192
335493,marianne,kingsbury,chelsea,3196
171661,anthony,pigram,labrador,4215
1212047,lynne,croft,caboolture,4510
384658,whang,young,bundaberg north,4670
5193365,joanne,jacobs,mortdale,2223
6889112,john,patten,east lindfield,2070
4521625,lesley,mckinnon,mandurah,6210
6397594,daniel,jensen,south west rocks,2431
2612891,cheryl,mclean,bairnsdale,3875
95514,lorenzo,sims,new town,7008
6086308,beth,alnajar,mount druitt,2770
261797,neil,moore,leeming,6149
6528679,andrew,urquhart,adamstown heights,2289
6471336,warren,vock,zillmere,4034
2449067,audrey,cesana,maroubra,2035
6348460,susan,crowther,killara,2071
2101778,geoffrey,ini,emerton,2770
6577843,june,baker,banksia beach,4507
2891445,thelma,rheault,carindale,4152
4660918,john,turner,paralowie,5108
4816568,danny,cox,cleveland,4163
3958146,lynette,harris-gaul,airport west,3042
5480122,glen,schaffler,byron bay,2481
3587772,jeremy,fidge,port pirie,5540
3587779,inna,whitby,maryborough,4650
1310412,veena,o'brien,eagleby,4207
4015394,belinda,paulsen,mckinnon,3204
1588946,graham,low,blacktown,2148
2711252,maureen,statton,baxter,3911
6848214,karyn,selby,longueville,2066
3325656,krishnapuram,xie,reservoir,3073
2629337,judith,kuyer,willetton,6155
3415776,craig,connors,hornsby heights,2077
4284139,luke,kerr,heywood,3304
3088112,neville,devitsakis,mount waverley,3149
6307569,angelo,ligata,kilburn,5084
1376002,clive,reed,saddleworth,5413
4284169,linda,horton,myrtle bank,5064
1752842,julie,baker,albany creek,4035
5971726,rical,coleman,mosman park,6012
5054224,michael,rivas,prairiewood,2176
1449747,barbara,newby,bendemeer,2355
147227,thomas,pinkerton,riverwood,2210
2047962,katerina,beer,woodlands,6018
1621795,robert,gordon,broken hill,2880
2318119,remo,whitson,penshurst,2222
4611880,anne,levy,jindalee,4074
5193516,david,douglas,kirwan,4817
89904,michael,clarke,kalamunda,6076
114485,alan,ord,melbourne,3000
2334518,albert,bowen,banora point,2486
2613047,phillip,croyden,annerley,4103
5726008,timothy,rafferty,south west rocks,2431
4446894,christine,moretta,midland,6056
4292418,michael,knight,ballarat,3350
4669255,adrian,johnson,cowra,2794
3645256,glenda,warman,wamuran,4512
6862135,katherine,hinek,mount warrigal,2528
4095821,vladimir,martin,kingswood,2747
3022678,nicola,mounsey,bilpin,2758
261980,peter,pavli,stepney,5069
286560,patricia,kiley,magill,5072
2023273,michelle,baxter,clifton springs,3222
2391919,doreen,fox,sandringham,3191
3526632,barrie,getz,north sydney,2060
6217586,peter,giles,springhurst,3682
1425267,meredith,mulley,hamilton south,2303
630646,virginia,densley,drouin,3818
3481463,willem,caton,sunshine beach,4567
1048472,thomas,bawle,hawthorn,3122
5119899,joel,barrett,gosford north,2250
5204687,rosanne,ahmed,westmead,2145
5144479,michael,brown,bulimba,4171
5185442,dianne,cooper,boulder,6432
5201827,valnea,taylor,mudjimba,4564
3022756,gwenda,stuart,naracoorte,5271
1785767,ian,bacales,tomerong,2540
106408,crestita,browne,bairnsdale,3875
4857774,nicholas,nagtzaam,bentleigh,3204
1449904,andrea,mahoney,south grafton,2460
285055,diane,gibson,rowville,3178
2113462,diane,chambers,empire bay,2257
4374455,christine,hopper,greensborough,3088
6422517,neil,crawley,ingle farm,5098
4982916,laurel,dodgson,lockleys,5032
663491,ramon,raby,burleigh heads,4220
1753031,fiona,douglass,peakhurst,2210
434124,daniela,seymour,east newport,2106
1564622,john,pearce,strathdale,3550
5813581,gayle,lloyd,exeter,5019
442320,dean,drury,dolls point,2219
1343447,cynthia,crowley,werribee,3030
3162072,wilfred,alfonsi,cooloongup,6168
3456986,caroline,goscombe,moonah,7009
3604444,van,godleman,triabunna,7190
2097120,stephen,masters,raglan,2795
4374500,william,wallace,newtown,2042
1305254,david,smelik,oxenford,4210
4448230,navaratnam,mckiernan,bongaree,4507
3260391,paul,ginn,lilydale north,7268
2031592,colin,murphy,earlwood,2206
12284,irene,brady,carina,4152
458733,rodney,bryan,east perth,6004
1982446,margaret,sahin,blacktown,2148
2473969,zita,franklin,prestons,2170
974836,gerald,davis,coorparoo,4151
5619701,carmen,albany,smithfield,2164
326313,norma,prowd,newport,3015
1671162,steven,corney,geilston bay,7015
491516,robyn,walton,gosford,2250
753664,za,young,lugarno,2210
2498571,shane,tewake,kambalda,6442
3440656,barry,lockwood,hewett,5118
4087833,beverly,wilson,bibra lake,6163
2490394,jennifer,aylett,higgins,2615
4309020,anneli,kursumlija,renown park,5008
6660130,morgan,adams,mudgee,2850
6579547,pamela,wong,calamvale,4116
3129380,keven,atkinson,hawley,7307
6864934,barry,coventry,mount gambier,5290
6610986,bruno,christofis,carindale,4152
1638446,merylene,neville,highton,3216
1019913,genevieve,viera,hoxton park,2171
3530810,diana,mulcahy,sandy point,3959
5005374,yvonne,raisis,carindale,4152
4800575,gary,armstrong,greenwith,5125
2596929,clifford,kacuk,bundaberg,4670
3874884,margaret,butcher,broken hill,2880
163912,noreshkumar,rasmussen,berwick,3806
2261067,adrian,stewart,cronulla,2230
5398604,brunella,spurr,marrickville,2204
565326,enza,chieng,carlton,3053
155727,johnpetter,mackie,hallett cove,5158
6520323,ming,andrews,brunswick heads,2483
3154001,alice,hales,silkstone,4304
3850326,ian,beasley,pirron yallock,3249
6643801,diane,gombos,bribie island,4507
1024091,leonieann,riddell,mango hill,4509
2474078,john,murphy,hawthorn,3122
6389861,claire,spicer,yugar,4520
3817579,susana,ngo,st albans,3021
319596,christopher,harvey,alexandra hills,4161
4505709,pauline,spencer,alexandria,2015
6766702,kevin,hillier,blackburn,3130
2293871,dawn,koukoumaftsis,pambula,2549
6717559,ann,bradfield,vermont,3133
4227202,dean,brandner,warner,4500
6168710,petrena,mendolia,fremantle,6160
5890183,lidia,bramham,nilgen,6044
6739309,sally,sukker,wentworthville,2145
3154064,julian,bradshaw,camp hill,4152
2703507,roberto,harrison,westmead,2145
4571162,michael,snell,balgowlah,2093
1065118,paul,georgiou,doncaster east,3109
6119583,owen,moellenbeck,kitchener,2325
5120161,alfredo,leonard,wyndham vale,3024
2482338,anne,griffiths,upper ferntree gully,3156
5841065,linda,jarmain,kensington,5068
802988,goran,hennig,loxton,5333
4604081,john,cramer,melton,3337
3760308,brendon,hose,donald,3480
6095032,mona,telzlaff,croydon,3136
3702975,robyn,pool,nungurner,3909
3784898,amy,harper,parkville,3052
6642379,karen,roderick,wagin,6315
5318008,rozalia,pertzel,pialba,4655
1096047,ik,exelby,buderim,4556
5136596,dennis,nash,mount evelyn,3796
4008654,peter,baldwin,invermay,7248
3457238,gayle,loveridge,hurstville,2220
5849309,luisa,bould,pakenham,3810
598243,denise,hohn,pittsworth,4356
4382950,wayne,mckenna,woodridge,4114
2669266,colin,sandhu,ryde,2112
139504,thai,duce,chuwar,4306
6414216,chris,fitzgerald,tarragindi,4121
1089780,cecily,deloraine,lake munmorah,2259
2023669,gayle,trani,five dock,2046
2441471,paul,parker,bentleigh east,3165
2547977,angela,weeks,south perth,6151
876810,michael,gibson,watson,2602
5955853,phyllis,graham,bawley point,2539
1335566,bronwyn,howard,norlane,3214
1640523,kim,hale,mount eliza,3930
1319188,robin,hill,kirrawee,2232
4784174,decima,lee,melton,3337
6586648,anne,tate,virginia,5120
2179361,tania,maamimari,lakemba,2195
4716692,tawfiq,mashman,avalon,2107
5243175,gillian,callaby,mount annan,2567
3333685,rikky,mcauley,alice springs,0870
581937,kevin,elliott,ingham,4850
6910003,michelle,shipard,table top,2640
5333300,marian,veasey,quakers hill,2763
1055454,david,tetzner,biggera waters,4216
6463799,marion,melbourne,prospect,5082
1130815,margaret,white,east perth,6004
6111553,inger,whittingham,wynnum,4178
1376581,ronald,whiting,tarrawanna,2518
4538705,joanne,searle,palmers island,2463
991572,sara,kindinger,glen alpine,2560
132494,joan,mayer,manly vale,2093
1909083,debbie,taylor,stafford heights,4053
3850588,jason,pilcher,tweed heads south,2486
6365242,nerida,cumming,heybridge,7316
1466718,ana,melville,lurnea,2170
3039585,ann,mastrogiovanni,newport,3015
2687335,andrew,neindorf,barmera,5345
5308776,paul,edmonstone,montmorency,3094
2638186,wayne,neal,alstonville,2477
2744683,matthew,cave,barellan point,4306
1286508,rosalie,hanmore,kelso,4815
2236788,rosalind,czabayski,burnside,5066
754037,anita,smale,doncaster,3108
1155452,greg,kioussis,burnside,5066
2728325,ruth,grant,gymea bay,2227
2826631,karen,renwick,hyams beach,2540
3875208,oliver,tompkins,bucca,4670
1892749,kerri,shaughnessy,mount gambier,5290
1253774,kevin,murphy,toormina,2452
172434,stephen,fanti,blackwater,4717
2326931,angelo,pearce,korumburra,3950
2212245,robert,allan,portland,3305
3784772,kevin,mcgill,innisfail,4860
2974113,joyce,whillance,sale,3850
491939,leigh,hall,berwick,3806
3858854,catherine,christensen,iveragh,4680
4366761,kathleen,maclennan,taylors point,2107
2220191,jeroen,beaumont,pennant hills,2120
5184242,yeh,beer,long jetty,2261
2056624,samuel,hatzipavlis,northcote,3070
5546417,cherie,knickrehm,armadale,6112
4833714,nerissa,murphie,edgeworth,2285
999859,josephine,williams,frankston,3199
1352116,zephaniah,holt,kingscliff,2487
4964797,prisca,townsend,boyne island,4680
336320,colleen,whiteread,pasadena,5042
3228098,susan,downes,glen waverley,3150
3817934,hilda,steedman,ballajura,6066
631247,karen,hristeas,oakleigh south,3167
2703824,mario,wellman,numurkah,3636
98773,shakira,boyd,unanderra,2526
4325846,sinja,macpherson,mooralla,3314
3228124,robin,hooper,cheltenham,3192
4293092,alexander,hornhardt,west croydon,5008
5723558,freda,smith,edwardstown,5039
1450471,margaret,rayner,semaphore south,5019
4620778,neil,jones,shoalhaven heads,2535
2056685,richard,newton,brighton south,5048
5415414,dianne,guida,dulwich hill,2203
1081851,john,carroll,wembley,6014
5095941,nabil,read,christie downs,5164
3055723,jennifer,nguyen,marrickville,2204
2769415,hans,tong,bankstown,2200
5472781,elizabeth,quoc,laverton,3028
4227605,arthur,smith,woy woy,2256
3047959,paul,dunncliff,golden grove,5125
2482713,raili,graham,nerang,4211
6455834,michelle,walker,longford,7301
4342299,nicholas,mooney,gracemere,4702
25116,colleen,griffin,shanes park,2747
6095389,shannon,costello,blackburn,3130
6382110,imad,stellmach,tugun,4224
6316575,craig,laneyrie,grenfell,2810
854100,ellenore,clarke,bundaberg,4670
5292578,philip,keogh,bathurst,2795
2368035,barbara,clark,mordialloc,3195
3301926,julie,sharf,strathmore,3041
2210567,ian,micallef,lansdowne,2430
4031022,roy,loock,miami keys,4218
3785263,mark,watterson,o'connell,2795
737841,robert,cooper,jimboomba,4280
4768306,rilla,currie,forster,2428
4112478,wayne,lediott,greensborough,3088
754230,una,cosgrove,woodridge,4114
1507898,lan,cheung,boondall,4034
287292,kenneth,tietjem,st george,4487
574,denise,diger,pallarenda,4810
6455880,john,mielczarek,vermont south,3133
5276233,margaret,balding,oyster cove,7150
2015819,brett,bolonja,box hill north,3129
4350540,william,spaul,denistone,2114
2794061,mary,righni,thornleigh,2120
877141,joanne,grigg,engadine,2233
5440090,leonie,pepper,whalan,2770
2622050,wai,soma,sandgate,4017
1434212,deborah,foord,north sydney,2060
467558,gesualda,wista,bayview,2104
6136424,carolyn,tybell,stuart park,0820
3964096,beverley,lewin,camira,4300
1811064,arturo,lee,cherrybrook,2126
6414972,carolyn,hillsdon,attwood,3049
3097214,joanne,hage,yamba,2464
6152831,robyn,guest,redcliffe,4020
5161603,diec,filmer,gowrie junction,4352
2843270,michelle,sun,chatswood,2067
5399176,bianca,haysom,arana hills,4054
451210,owen,boutland,reid,2612
3703439,helen,cho,pyrmont,2009
565904,johnny,roads,ardrossan,5571
6159128,kathleen,curnow,albert park,5014
1540754,gilbert,dalais,alfred cove,6154
4080281,laura,lourensz,camberwell,3124
5792410,andrew,wilson,mahogany creek,6072
3064476,allan,kim,epping,2121
6816418,kaye,may,elizabeth vale,5112
5399203,peter,sanders,seville,3139
1049259,keith,mathews,toongabbie,2146
344749,phil,raso,avondale heights,3034
6070958,jurgen,cutting,maroochydore,4558
2761396,mark,mccall,nerang,4211
6841016,elainne,vo,edensor park,2176
4899518,george,hung,preston,3072
189120,maureen,may,toorak,3142
4924098,sarah,rigby,bass,3991
3965637,trevor,thornewell,clovelly,2031
6111942,maureen,francis,geelong south,3220
4973255,rebecca,graham,kirra,4225
5784270,hung,wood,sylvania,2224
893650,marlene,kingsley,kelso,4815
3875548,graeme,sutherland,sale,3850
4719326,chrisy,li,bundoora,3083
3605220,brad,rahman,dulwich hill,2203
1168849,andrew,tay,sunnybank,4109
156394,graham,maddocks,pakenham,3810
3900141,melinda,jerome,caboolture,4510
1262319,kevin,foong,eastwood,2122
4891378,alan,kingsford,casino,2470
819955,raymond,davies,ferntree gully,3156
6488821,jodie,evans,deloraine,7304
3359478,kin,craig,dennington,3280
3269368,michael,anderson,devonport,7310
265002,peter,ford,gillieston heights,2321
3834623,audrey,norman,oxley vale,2340
3924736,lesley,hinchcliffe,miners rest,3352
1409793,sheila,bannister,collaroy,2097
5726985,marno,yim,south yarra,3141
5866252,anthony,leonard,smythes creek,3351
5825294,vladimir,hossain,redfern,2016
1762066,richard,weyland,murray bridge,5253
1671956,brenda,stewart,tingha,2369
3506965,kathleen,kaye,kayena,7270
25366,sally,lee,chadstone,3148
4178712,deborah,drury,woodcroft,5162
4006684,gek,taylor,bargo,2574
5710624,oscar,coleman,brighton,3186
820001,grant,peters,berwick,3806
328484,clare,eyiz,tullamarine,3043
3384101,clive,sims,morayfield,4506
1975085,vera,rodwell,miranda,2228
1604403,phyllis,peden,northcote,3070
4801333,sandra,woods,quakers hill,2763
6816568,jennifer,williams,rockhampton,4700
639804,arlene,jamieson,huntfield heights,5163
5448512,anne,tilling,north parramatta,2151
5841729,ying,dare,rowville,3178
3556170,william,harrison,ringwood east,3135
443211,perri,doggett,queanbeyan,2620
1917772,katherine,main,camden,2570
4547405,colin,teasdale,mount tamborine,4272
3621713,sarah,carr,balwyn north,3104
1631059,geoffrey,swales,maclean,2463
3015510,yuk,andrews,hamersley,6022
5079898,oussama,beernink,hallett cove,5158
4514653,doris,o'sullivan,merewether,2291
2122591,kenneth,jamieson,holland park,4121
5866337,gail,messenger,south perth,6151
6669154,barbara,essex,seaham,2324
4768540,maria,comin,horsley park,2164
1155951,joanne,hanson,lindisfarne,7015
1041267,michael,mcdonnell,lilydale,3140
5972853,christine,pilfoot,wodonga,3690
3769581,stella,milewicz,claremont,7011
6497155,margaret,wales,elizabeth park,5113
2712454,barbara,bregonis,hillsdale,2036
1500039,karen,hill,ivanhoe,3079
2409353,margaret,sproat,albion park,2527
3605386,graham,fleming,reservoir,3073
3507092,mohamed,thomas,launceston south,7249
4768661,simon,wynter,holland park,4121
2532247,brooke,allen,sebastopol,3356
3433370,simon,harper,tinana,4650
74652,ludmila,olsen,nollamara,6061
6867781,lorna,paterson,bayswater,6053
6554529,gayle,mazik,mitchell park,5043
2565029,ana,keyes,littlehampton,5250
5358512,keval,ranaweera,dapto,2530
6767539,rosemary,tocher,paddington,2021
1303478,demetra,griffiths,newtown,3220
2712503,shelley,fulton,burwood,3125
2089119,synthia,hewson,karama,0812
6038460,ann,blake,dianella,6059
2734922,richard,romanov,yeronga,4104
4703169,eugene,bannister,sandy creek,5350
5784519,marlene,covich,woodlands,6018
4621257,kevin,ingersole,forster,2428
6177745,judith,hasler,collaroy,2097
2188242,leopoldt,symonds,grange,4051
3949526,kenneth,mcgowan,merimbula,2548
3048408,tricia,ellis,ruse,2560
6431709,damien,aforozis,virginia,5120
6407135,salvador,glen,glen waverley,3150
4367334,june,parson,oakhurst,2761
5407730,ian,ridgley,eleebana,2282
5268467,fiona,dalla costa,windsor,2756
1827828,joan,taylor,lower templestowe,3107
3212277,thanh,horsburgh,warracknabeal,3393
6644727,les,edwards,nelson bay,2315
3613690,jacqui,knight,ararat,3377
5948413,timothy,gillum,bluewater,4818
6603780,michael,hanschen,north rockhampton,4701
6595590,gaetana,hill,lemongrove,2750
3990537,evelyn,rohrlach,north maclean,4280
1270801,suesan,ellis,florey,2615
4269089,thora,spink,kyabram,3620
2278436,steven,messervy,edmonton,4869
6910129,martin,stranks,albany creek,4035
3712042,simon,brown,manly west,4179
3343403,willie,ah chong,waterford,4133
4072497,kok,dunn,mountain creek,4557
4187186,stephen,turner,geraldton,6530
3152734,catherine,ecclestone,bunbury east,6230
5923896,william,adler,minyip,3392
3015749,cuu,bull,gympie,4570
5137478,paul,kalansooriya,dandenong,3175
640072,ivy,tran,yarraville,3013
2704908,frances,nation,bronte,2024
4080716,rudiger,pinkus,brighton,3186
263246,susan,berry,old bar,2430
435279,jeanette,cann,stuart park,0820
443473,aileen,luff,cowra,2794
5227602,sandra,burkitt,bungonia,2580
697427,annechien,renton,newcastle,2300
4777046,graham,henry,north hobart,7000
4801625,beryl,horgan,pascoe vale,3044
590942,janet,stanley,mornington,3931
4777059,anglea,bourne,annandale,2038
2090088,meredith,bates,yamanto,4305
5940336,nancy,mccutcheon,koroit,3282
3859569,graeme,robaye,moulden,0830
2032755,david,holland,warwick,4370
1320052,brenda,polak,eltham,3095
6759543,leela,james,fitzroy north,3068
4842618,eva,fisher,goondiwindi,4390
5284987,fiona,ellabban,cranebrook,2749
6440062,sharon,kirkman,beelbangera,2680
2835583,kathleen,holloway,lithgow,2790
418944,samantha,murphy,merrylands west,2160
6718593,frank,fitzgerald,dubbo,2830
2057346,shirley,nicolles,mermaid waters,4218
2049157,ana,osman,preston,3072
5899398,andrew,liscia,yokine,6060
345226,elizabeth,goad,manning,6152
1369227,george,dodds,st lucia,4067
4842647,vicki,stewart-moore,townsville,4810
2532506,katina,daniels,narellan vale,2567
5277211,philip,goonrey,cobar,2835
6071837,ping,marsh,ferny grove,4055
6243507,andrew,ignjic,pennington,5013
1250846,john,hancock,ballina east,2478
2786487,sandra,dicker,dandenong,3175
17599,roslyn,cross,kununurra,6743
1524929,shirley,wells,wheelers hill,3150
4105414,matthew,frahn,murray bridge,5253
4809931,chang,bucknall,the palms,4570
2499791,thomas,thomson,reservoir,3073
3851473,jennifer,dunipace,mount tamborine,4272
763101,enid,carle,asquith,2077
4768991,william,chen,bruny island,7150
1590509,gregory,oxenham,forest lake,4078
754927,melinda,lewis,rivervale,6103
4637936,michael,johnson,australind,6233
6006312,ronald,emmerson,kambah,2902
4087688,david,lyndon,karratha,6714
4547827,mario,allan,kariong,2250
4154613,maria,mcgregor,mulgrave east,3170
3433720,patricia,clark,crib point,3919
2327812,gladys,noonan,singleton heights,2330
4998405,denise,fitch,carindale,4152
5719305,debra,spratling,bundaberg,4670
4532870,dyan,nye,bateman,6150
6554899,marina,barriere,mosman,2088
3728660,benita,dowell,gymea,2227
4916504,mary,batistini,richmond,3121
2196762,mark,matwejev,woy woy,2256
6628636,melita,gebauer,morphettville,5043
2336031,judith,allan,salamander bay,2317
304688,liliana,childs,lake cargelligo,2672
632098,wendy,lucas,bega,2550
6563109,robert,lucas,hove,5048
3204401,michael,trevisiol,st lucia,4067
4687154,valery,meyer,marino,5049
2674910,vicki,dall'oglio,coburg,3058
886071,brian,taunton,engadine,2233
6006076,wayne,hingston,kensington,2033
1525056,tahnie,phillips,safety bay,6169
4416839,julian,griffiths,legana,7277
1541448,upi,waters,cremorne,2090
4875595,william,gardiner,millars well,6714
6858062,megan,buckmaster,cowra,2794
574810,jayantha,kane,kyabram,3620
990246,kathryn,pritchard,bucca,4670
2839166,robert,vickers,woodside,5244
3237221,marguerite,brooks,mitchell park,5043
2237799,tayloe,church,chiswick,2046
2876784,joji,allspach,manly,2095
5457268,mirua,leecroft,andrews farm,5114
984437,scott,bourne,torrens park,5062
2409847,glennis,hauck,woonona,2517
230776,peter,kuchel,kaniva,3419
2950522,alfred,small,minyama,4575
3122558,maureen,quick,alfredton,3350
3777920,alex,guo,prahran,3181
3214516,kenneth,hirsch,bonnells bay,2264
4668447,john,miles,sandgate,4017
804234,joseph,brasington,goondiwindi,4390
4760974,adam,timmermans,marino,5049
296335,alistair,pollock,rathmines,2283
1932185,heath,kelly,wooloowin,4030
932762,nola,dorman,roleystone,6111
976288,ronald,owens,porepunkah,3740
5801377,lisa,wallace,armidale,2350
263586,ian,chant,hillcrest,4118
1795495,peter,turnbull,gladesville,2111
6227370,kazimiera,kearns,riverside gardens,6210
4974008,rosa,wilson,brunswick,3056
1443260,jayne,podgoetsky,bondi,2026
1549759,rebecca,weingott,macquarie fields,2564
1524358,helen,dobrow,noraville,2263
5989840,jeremy,docx,lucas heights,2234
1697233,christine,davoren,cardigan,3352
2655822,lesley,neylan,fullarton,5063
5924312,william,elliot,zeehan,7469
4539873,carmit,anthony,bondi junction,2022
1151227,geoffrey,gillingham,wandoan,4419
6481383,roger,heeley,croydon south,3136
3950057,paul,lincoln,glebe,2037
501227,kenneth,turley,flying fish point,4860
3802604,lory,churcher,mornington,3931
4351475,amy,bujewicz,wetherill park,2164
4990453,sookja,hussney,brighton-le-sands,2216
6571510,jim,osborne,mosman,2088
2778616,francis,loughran,sandy bay,7006
706043,luka,freeman,north rocks,2151
525826,irene,campbell,glenmore park,2745
2335777,shane,brack,denman,2328
3442185,ren,tsouros,panania,2213
255500,ellen,hams,abbotsford,2046
878098,gloria,moore,dwellingup,6213
3679763,yu,porter,kingaroy,4610
4785684,harindar,meyer,florey,2615
5752341,tania,taubman,turramurra,2074
5401519,hadi,coutinho,yokine,6060
2139677,jennifer,edmondson,teatree,7017
3794472,patrick,gapes,calamvale,4116
2786858,susan,clayton,keperra,4054
5850671,john,alder,rochedale,4123
2631216,heidi,brett,moree,2400
99896,hazel,angeles,kedron,4031
1975881,tracy,ng,canterbury,3126
443979,alexia,elkazzi,glenorie,2157
550478,nerrida,bellis,mermaid beach,4218
271951,katherine,thurston,loxton,5333
5138002,bruce,colton,bellevue heights,5050
2426452,ruwani,lally,morningside,4170
1181269,margaret,ellery,runaway bay,4216
5023319,malcolm,brennand,booragoon,6154
1749299,frances,dobe,macleay island,4184
861789,robert,donaldson,seaton,5023
665185,francis,barling,narromine,2821
5129827,rita,step,lisarow,2250
2868836,bernard,white,kew,3101
4925030,kenneth,williams,gordon,2072
1059269,carol,gambling,paralowie,5108
1074801,tina,manson,kergunyah,3691
2803314,robert,donald,st kilda east,3183
3966581,gary,roper,maroubra,2035
419450,kevin,westbury,south yarra,3141
1083003,judith,o'neill,bellbrook,2440
3606145,rhonda,kelsall,corio,3214
4605573,simon,stenfors,moe,3825
2434694,lisa,wieman,enfield,2136
6343617,mervyn,monahan,cromer,2099
345738,alison,phelan,ashmore,4214
3442315,ruth,felsch,broadwater,2472
3196556,soh,williams,wickham,2293
3974802,heidi,bloomfield,cheltenham,3192
1033877,david,frost,bentleigh,3204
5007004,kathy,williams,highett,3190
1607326,gillian,mills,moe,3825
4777634,bruce,natoli,moonee ponds,3039
2918051,denice,scott,petrie,4502
4875940,annette,brady,bermagui,2546
4597413,craig,parbs,murray bridge,5253
5088937,angela,tarlinton,camp hill,4152
34475,florence,keirnan,middle park,4074
6792877,norma,benson,frankston,3199
4286130,mary,mitchell,mulgrave east,3170
6727347,marcus,pirie,murrumba downs,4503
140917,elizabeth,ling,strathpine,4500
4376260,susan,cunningham,mount pleasant,6153
4269776,mavis,vardos,chapman,2611
2688721,natalie,griffiths,ringwood,3134
3704530,brian,meredith,o'sullivan beach,5166
5899992,dina,burnham,wootton,2423
288473,laree,murray,ferntree gully,3156
6842077,sylvia,walters,ferndale,6148
2139870,janet,kemp,south townsville,4810
5924576,edith,mansfield,cabarita beach,2488
5441258,patricia,dixon,elwood,3184
812790,mark,andary,balwyn north,3104
2686967,carmen,solomon,kings langley,2147
6395519,eric,metlikovec,churchill,3842
1009406,jeff,dunstan,prospect,7250
1361664,tracey,lamb,tuncurry,2428
4146946,shawn,weel,balwyn north,3104
3630851,valerie,smith,highton,3216
3073797,lee,liu,narre warren north,3804
4048649,loucia,seymour,mentone,3194
5080843,peter,davies,mooroobool,4870
575246,sarah,to,bonnyrigg,2177
5162768,justin,cooper,mount stuart,7000
1541913,vittoria,griffin,batehaven,2536
5009711,valerie,paterson,noble park north,3174
3868449,gayle,rountree,kinross,6028
3155747,roland,ignatov,dandenong north,3175
5678884,leonard,james,killara,2071
4957830,vicky,richards,mile end,5031
3789105,chris,mcburney,caboolture,4510
2082603,elizabeth,tarrant,belrose,2085
2967342,carmel,tobin,walla walla,2659
3737391,michael,yiu,glen huntly,3163
4171570,irene,chhen,clayton south,3169
911155,nicolas,cumner,gatton,4343
4532025,andrew,britton,jubilee pocket,4802
4695690,debby,white,collie,6225
59200,linda,courtney,bullengarook,3437
2279236,peter,nielsen,balgowlah,2093
4507461,khach,wroblewska,south yarra,3141
2320200,latifah,brown,morphett vale,5162
4974412,helen,dickinson,pottsville beach,2489
280400,kathleen,pace,heidelberg,3084
1836980,marlene,vines,sunshine,3020
5015389,robert,clarke,sorell,7172
3352416,lorraine,robertson,south yarra,3141
3782289,lesley,lawrence,aberdeen,2336
5228393,sylvia,khun,north rockhampton,4701
4810605,roslyn,toumazos,lalor park,2147
4310895,wilma,burgess,palmwoods,4555
1017714,keith,durbin,kallista,3791
6367091,alexander,hertzler,stoneville,6081
156425,kwie,traill,yallambie,3085
493438,lynette,gepp,bassendean,6054
6768513,pietro,schiller,korweinguboora,3461
3942286,janet,sutton,embleton,6062
4016016,david,dodd,rockdale,2216
5867409,barry,smith,toowong,4066
1501074,john,glekis,botany,2019
1269867,peter,cooke,mount gambier,5290
2844570,lisa,trott,mckinnon,3204
3475358,shirley,hudson,murray bridge,5253
4032419,jean,di sario,melrose park,5039
575397,arthur,cains,pennington,5013
362406,elizabeth,reedman,bundaberg,4670
3164073,donna,carroll,broadmeadows,3047
5466026,richard,kemp,allora,4362
567211,keng,cretan,sandy bay,7006
3712945,james,exarhos,redfern,2016
4638643,kym,bastian,o'halloran hill,5158
1976244,gary,pratt,buderim,4556
4466621,frances,oldfield,yulara,0872
1501122,marilyn,baldock,bordertown,5268
4450244,gwenythe,adair,vermont,3133
3958729,dorothy,miller,rowville,3178
944074,hazel,tagle,mortdale,2223
4851659,paul,furner,shoalwater,6169
